dteday,season,yr,mnth,holiday,weekday,workingday,casual,registered,cnt
2017-08-18,3,2017,8,0,4,1,2998,8405,11403
2017-08-19,3,2017,8,0,5,1,6170,7272,13442
2017-08-20,3,2017,8,0,6,0,5512,7131,12643
2017-08-21,3,2017,8,0,0,0,3096,9175,12271
2017-08-22,3,2017,8,0,1,1,2688,9915,12603
2017-08-23,3,2017,8,0,2,1,3242,10819,14061
2017-08-24,3,2017,8,0,3,1,3242,10892,14134
2017-08-25,3,2017,8,0,4,1,3958,10924,14882
2017-08-26,3,2017,8,0,5,1,6549,8130,14679
2017-08-27,3,2017,8,0,6,0,5745,7611,13356
2017-08-28,3,2017,8,0,0,0,2884,10245,13129
2017-08-29,3,2017,8,0,1,1,562,4058,4620
2017-08-30,3,2017,8,0,2,1,2884,11830,14714
2017-08-31,3,2017,8,0,3,1,2781,11130,13911
2017-09-01,3,2017,9,0,4,1,3359,9817,13176
2017-09-02,3,2017,9,0,5,1,1321,2854,4175
2017-09-03,3,2017,9,0,6,0,8860,6511,15371
2017-09-04,3,2017,9,1,0,0,6433,7147,13580
2017-09-05,3,2017,9,0,1,1,2069,9290,11359
2017-09-06,3,2017,9,0,2,1,443,5553,5996
2017-09-07,3,2017,9,0,3,1,2289,11761,14050
2017-09-08,3,2017,9,0,4,1,3245,11446,14691
2017-09-09,3,2017,9,0,5,1,6216,8546,14762
2017-09-10,3,2017,9,0,6,0,5188,7821,13009
2017-09-11,3,2017,9,0,0,0,2982,10419,13401
2017-09-12,3,2017,9,0,1,1,2741,11756,14497
2017-09-13,3,2017,9,0,2,1,2116,9804,11920
2017-09-14,3,2017,9,0,3,1,2257,10962,13219
2017-09-15,3,2017,9,0,4,1,3421,11183,14604
2017-09-16,3,2017,9,0,5,1,6589,8708,15297
2017-09-17,3,2017,9,0,6,0,5435,7734,13169
2017-09-18,3,2017,9,0,0,0,2632,10402,13034
2017-09-19,3,2017,9,0,1,1,2428,11617,14045
2017-09-20,3,2017,9,0,2,1,2355,11365,13720
2017-09-21,3,2017,9,0,3,1,2338,11143,13481
2017-09-22,3,2017,9,0,4,1,3301,10739,14040
2017-09-23,4,2017,9,0,5,1,5400,8084,13484
2017-09-24,4,2017,9,0,6,0,4863,7110,11973
2017-09-25,4,2017,9,0,0,0,2391,10262,12653
2017-09-26,4,2017,9,0,1,1,2041,11416,13457
2017-09-27,4,2017,9,0,2,1,2063,11218,13281
2017-09-28,4,2017,9,0,3,1,2528,11848,14376
2017-09-29,4,2017,9,0,4,1,3346,11184,14530
2017-09-30,4,2017,9,0,5,1,5132,7889,13021
2017-10-01,4,2017,10,0,6,0,4547,7455,12002
2017-10-02,4,2017,10,0,0,0,2096,10604,12700
2017-10-03,4,2017,10,0,1,1,2087,11397,13484
2017-10-04,4,2017,10,0,2,1,2087,11657,13744
2017-10-05,4,2017,10,0,3,1,2330,11562,13892
2017-10-06,4,2017,10,0,4,1,3797,11188,14985
2017-10-07,4,2017,10,0,5,1,7262,8215,15477
2017-10-08,4,2017,10,0,6,0,4501,5903,10404
2017-10-09,4,2017,10,1,0,0,2571,6459,9030
2017-10-10,4,2017,10,0,1,1,2678,10475,13153
2017-10-11,4,2017,10,0,2,1,1390,8984,10374
2017-10-12,4,2017,10,0,3,1,1788,9942,11730
2017-10-13,4,2017,10,0,4,1,2597,9772,12369
2017-10-14,4,2017,10,0,5,1,5572,8243,13815
2017-10-15,4,2017,10,0,6,0,4814,7514,12328
2017-10-16,4,2017,10,0,0,0,1985,9820,11805
2017-10-17,4,2017,10,0,1,1,1645,10641,12286
2017-10-18,4,2017,10,0,2,1,2023,10982,13005
2017-10-19,4,2017,10,0,3,1,2365,10949,13314
2017-10-20,4,2017,10,0,4,1,3343,10904,14247
2017-10-21,4,2017,10,0,5,1,6158,8306,14464
2017-10-22,4,2017,10,0,6,0,5571,7813,13384
2017-10-23,4,2017,10,0,0,0,2619,9983,12602
2017-10-24,4,2017,10,0,1,1,2148,11001,13149
2017-10-25,4,2017,10,0,2,1,1786,11035,12821
2017-10-26,4,2017,10,0,3,1,1578,10190,11768
2017-10-27,4,2017,10,0,4,1,2862,10287,13149
2017-10-28,4,2017,10,0,5,1,5483,7538,13021
2017-10-29,4,2017,10,0,6,0,1241,3350,4591
2017-10-30,4,2017,10,0,0,0,1461,8694,10155
2017-10-31,4,2017,10,0,1,1,1494,10091,11585
2017-11-01,4,2017,11,0,2,1,1094,9765,10859
2017-11-02,4,2017,11,0,3,1,1883,11042,12925
2017-11-03,4,2017,11,0,4,1,3092,10685,13777
2017-11-04,4,2017,11,0,5,1,3537,5741,9278
2017-11-05,4,2017,11,0,6,0,1590,4296,5886
2017-11-06,4,2017,11,0,0,0,1518,9498,11016
2017-11-07,4,2017,11,0,1,1,247,4865,5112
2017-11-08,4,2017,11,0,2,1,700,8554,9254
2017-11-09,4,2017,11,0,3,1,1014,8587,9601
2017-11-10,4,2017,11,1,4,0,1029,5726,6755
2017-11-11,4,2017,11,1,5,0,1448,4046,5494
2017-11-12,4,2017,11,0,6,0,1477,4220,5697
2017-11-13,4,2017,11,0,0,0,1032,8028,9060
2017-11-14,4,2017,11,0,1,1,807,8687,9494
2017-11-15,4,2017,11,0,2,1,808,8977,9785
2017-11-16,4,2017,11,0,3,1,1143,9057,10200
2017-11-17,4,2017,11,0,4,1,1312,8229,9541
2017-11-18,4,2017,11,0,5,1,2436,5319,7755
2017-11-19,4,2017,11,0,6,0,1425,4486,5911
2017-11-20,4,2017,11,0,0,0,1009,7626,8635
2017-11-21,4,2017,11,0,1,1,1220,8158,9378
2017-11-22,4,2017,11,0,2,1,965,6243,7208
2017-11-23,4,2017,11,1,3,0,1266,1841,3107
2017-11-24,4,2017,11,0,4,1,2265,3118,5383
2017-11-25,4,2017,11,0,5,1,3195,3982,7177
2017-11-26,4,2017,11,0,6,0,1342,3901,5243
2017-11-27,4,2017,11,0,0,0,846,8154,9000
2017-11-28,4,2017,11,0,1,1,795,8881,9676
2017-11-29,4,2017,11,0,2,1,874,9285,10159
2017-11-30,4,2017,11,0,3,1,942,9226,10168
2017-12-01,4,2017,12,0,4,1,1094,8565,9659
2017-12-02,4,2017,12,0,5,1,1930,5630,7560
2017-12-03,4,2017,12,0,6,0,1628,5081,6709
2017-12-04,4,2017,12,0,0,0,721,8164,8885
2017-12-05,4,2017,12,0,1,1,600,7692,8292
2017-12-06,4,2017,12,0,2,1,513,8028,8541
2017-12-07,4,2017,12,0,3,1,685,8036,8721
2017-12-08,4,2017,12,0,4,1,693,7188,7881
2017-12-09,4,2017,12,0,5,1,184,2162,2346
2017-12-10,4,2017,12,0,6,0,579,3572,4151
2017-12-11,4,2017,12,0,0,0,497,7374,7871
2017-12-12,4,2017,12,0,1,1,464,7261,7725
2017-12-13,4,2017,12,0,2,1,222,5632,5854
2017-12-14,4,2017,12,0,3,1,343,6749,7092
2017-12-15,4,2017,12,0,4,1,198,4767,4965
2017-12-16,4,2017,12,0,5,1,931,4253,5184
2017-12-17,4,2017,12,0,6,0,968,4173,5141
2017-12-18,4,2017,12,0,0,0,1049,7929,8978
2017-12-19,4,2017,12,0,1,1,1250,8670,9920
2017-12-20,4,2017,12,0,2,1,818,7518,8336
2017-12-21,1,2017,12,0,3,1,683,6321,7004
2017-12-22,1,2017,12,0,4,1,963,5196,6159
2017-12-23,1,2017,12,0,5,1,559,1905,2464
2017-12-24,1,2017,12,0,6,0,469,1572,2041
2017-12-25,1,2017,12,1,0,0,328,713,1041
2017-12-26,1,2017,12,0,1,1,404,2385,2789
2017-12-27,1,2017,12,0,2,1,387,2934,3321
2017-12-28,1,2017,12,0,3,1,248,2618,2866
2017-12-29,1,2017,12,0,4,1,344,2744,3088
2017-12-30,1,2017,12,0,5,1,243,1633,1876
2017-12-31,1,2017,12,0,6,0,116,1321,1437
2018-01-01,1,2018,1,1,0,0,145,1068,1213
2018-01-02,1,2018,1,0,1,1,179,3613,3792
2018-01-03,1,2018,1,0,2,1,279,4469,4748
2018-01-04,1,2018,1,0,3,1,66,2302,2368
2018-01-05,1,2018,1,0,4,1,62,2647,2709
2018-01-06,1,2018,1,0,5,1,52,1437,1489
2018-01-07,1,2018,1,0,6,0,126,1627,1753
2018-01-08,1,2018,1,0,0,0,174,3906,4080
2018-01-09,1,2018,1,0,1,1,392,5732,6124
2018-01-10,1,2018,1,0,2,1,510,6591,7101
2018-01-11,1,2018,1,0,3,1,679,7531,8210
2018-01-12,1,2018,1,0,4,1,566,5284,5850
2018-01-13,1,2018,1,0,5,1,559,2819,3378
2018-01-14,1,2018,1,0,6,0,272,2068,2340
2018-01-15,1,2018,1,1,0,0,332,2991,3323
2018-01-16,1,2018,1,0,1,1,384,6452,6836
2018-01-17,1,2018,1,0,2,1,124,3984,4108
2018-01-18,1,2018,1,0,3,1,326,5871,6197
2018-01-19,1,2018,1,0,4,1,794,6810,7604
2018-01-20,1,2018,1,0,5,1,2284,5749,8033
2018-01-21,1,2018,1,0,6,0,1572,4970,6542
2018-01-22,1,2018,1,0,0,0,913,8472,9385
2018-01-23,1,2018,1,0,1,1,612,7588,8200
2018-01-24,1,2018,1,0,2,1,378,7350,7728
2018-01-25,1,2018,1,0,3,1,366,6730,7096
2018-01-26,1,2018,1,0,4,1,636,6658,7294
2018-01-27,1,2018,1,0,5,1,2863,5844,8707
2018-01-28,1,2018,1,0,6,0,387,2480,2867
2018-01-29,1,2018,1,0,0,0,407,6858,7265
2018-01-30,1,2018,1,0,1,1,234,5629,5863
2018-01-31,1,2018,1,0,2,1,326,6061,6387
2018-02-01,1,2018,2,0,3,1,412,7320,7732
2018-02-02,1,2018,2,0,4,1,225,4974,5199
2018-02-03,1,2018,2,0,5,1,551,3243,3794
2018-02-04,1,2018,2,0,6,0,100,1328,1428
2018-02-05,1,2018,2,0,0,0,281,5614,5895
2018-02-06,1,2018,2,0,1,1,304,6552,6856
2018-02-07,1,2018,2,0,2,1,102,4137,4239
2018-02-08,1,2018,2,0,3,1,289,6236,6525
2018-02-09,1,2018,2,0,4,1,639,6374,7013
2018-02-10,1,2018,2,0,5,1,279,1818,2097
2018-02-11,1,2018,2,0,6,0,648,2688,3336
2018-02-12,1,2018,2,0,0,0,557,6300,6857
2018-02-13,1,2018,2,0,1,1,406,6829,7235
2018-02-14,1,2018,2,0,2,1,584,7456,8040
2018-02-15,1,2018,2,0,3,1,1194,8565,9759
2018-02-16,1,2018,2,0,4,1,808,6114,6922
2018-02-17,1,2018,2,0,5,1,696,2425,3121
2018-02-18,1,2018,2,0,6,0,2909,4048,6957
2018-02-19,1,2018,2,1,0,0,814,3767,4581
2018-02-20,1,2018,2,0,1,1,1869,9120,10989
2018-02-21,1,2018,2,0,2,1,1990,9816,11806
2018-02-22,1,2018,2,0,3,1,657,6637,7294
2018-02-23,1,2018,2,0,4,1,818,6063,6881
2018-02-24,1,2018,2,0,5,1,1218,4189,5407
2018-02-25,1,2018,2,0,6,0,899,3655,4554
2018-02-26,1,2018,2,0,0,0,693,7772,8465
2018-02-27,1,2018,2,0,1,1,959,8727,9686
2018-02-28,1,2018,2,0,2,1,932,8778,9710
2018-03-01,1,2018,3,0,3,1,572,7242,7814
2018-03-02,1,2018,3,0,4,1,266,2901,3167
2018-03-03,1,2018,3,0,5,1,1471,4243,5714
2018-03-04,1,2018,3,0,6,0,1985,4528,6513
2018-03-05,1,2018,3,0,0,0,1003,6696,7699
2018-03-06,1,2018,3,0,1,1,536,6607,7143
2018-03-07,1,2018,3,0,2,1,472,6141,6613
2018-03-08,1,2018,3,0,3,1,673,7104,7777
2018-03-09,1,2018,3,0,4,1,780,6455,7235
2018-03-10,1,2018,3,0,5,1,2867,5428,8295
2018-03-11,1,2018,3,0,6,0,2985,4759,7744
2018-03-12,1,2018,3,0,0,0,838,6448,7286
2018-03-13,1,2018,3,0,1,1,846,6598,7444
2018-03-14,1,2018,3,0,2,1,531,6335,6866
2018-03-15,1,2018,3,0,3,1,1225,7266,8491
2018-03-16,1,2018,3,0,4,1,1049,6284,7333
2018-03-17,1,2018,3,0,5,1,1577,4068,5645
2018-03-18,1,2018,3,0,6,0,3891,5652,9543
2018-03-19,1,2018,3,0,0,0,1749,7810,9559
2018-03-20,1,2018,3,0,1,1,70,2070,2140
2018-03-21,2,2018,3,0,2,1,59,1239,1298
2018-03-22,2,2018,3,0,3,1,555,6073,6628
2018-03-23,2,2018,3,0,4,1,1425,7097,8522
2018-03-24,2,2018,3,0,5,1,3554,6592,10146
2018-03-25,2,2018,3,0,6,0,2291,4556,6847
2018-03-26,2,2018,3,0,0,0,2115,7360,9475
2018-03-27,2,2018,3,0,1,1,1151,6825,7976
2018-03-28,2,2018,3,0,2,1,1465,5951,7416
2018-03-29,2,2018,3,0,3,1,4127,9555,13682
2018-03-30,2,2018,3,0,4,1,3541,7572,11113
2018-03-31,2,2018,3,0,5,1,8550,7324,15874
2018-04-01,2,2018,4,0,6,0,5077,5391,10468
2018-04-02,2,2018,4,0,0,0,1890,7512,9402
2018-04-03,2,2018,4,0,1,1,1531,7695,9226
2018-04-04,2,2018,4,0,2,1,1618,8291,9909
2018-04-05,2,2018,4,0,3,1,2697,9043,11740
2018-04-06,2,2018,4,0,4,1,4885,10045,14930
2018-04-07,2,2018,4,0,5,1,2256,5325,7581
2018-04-08,2,2018,4,0,6,0,3921,6238,10159
2018-04-09,2,2018,4,0,0,0,1100,6946,8046
2018-04-10,2,2018,4,0,1,1,1759,8749,10508
2018-04-11,2,2018,4,0,2,1,1781,9382,11163
2018-04-12,2,2018,4,0,3,1,2761,10325,13086
2018-04-13,2,2018,4,0,4,1,5124,10972,16096
2018-04-14,2,2018,4,0,5,1,10039,9074,19113
2018-04-15,2,2018,4,0,6,0,1494,3361,4855
2018-04-16,2,2018,4,0,0,0,706,5815,6521
2018-04-17,2,2018,4,0,1,1,920,8079,8999
2018-04-18,2,2018,4,0,2,1,1828,9567,11395
2018-04-19,2,2018,4,0,3,1,1082,7610,8692
2018-04-20,2,2018,4,0,4,1,2347,9220,11567
2018-04-21,2,2018,4,0,5,1,6183,7857,14040
2018-04-22,2,2018,4,0,6,0,5836,7166,13002
2018-04-23,2,2018,4,0,0,0,2582,9234,11816
2018-04-24,2,2018,4,0,1,1,827,6250,7077
2018-04-25,2,2018,4,0,2,1,1242,7932,9174
2018-04-26,2,2018,4,0,3,1,3144,10797,13941
2018-04-27,2,2018,4,0,4,1,2534,7792,10326
2018-04-28,2,2018,4,0,5,1,6867,8034,14901
2018-04-29,2,2018,4,0,6,0,3066,5774,8840
2018-04-30,2,2018,4,0,0,0,2505,9829,12334
2018-05-01,2,2018,5,0,1,1,2913,11214,14127
2018-05-02,2,2018,5,0,2,1,2736,11196,13932
2018-05-03,2,2018,5,0,3,1,2957,11206,14163
2018-05-04,2,2018,5,0,4,1,4044,10076,14120
2018-05-05,2,2018,5,0,5,1,4783,7469,12252
2018-05-06,2,2018,5,0,6,0,4518,6894,11412
2018-05-07,2,2018,5,0,0,0,3319,10503,13822
2018-05-08,2,2018,5,0,1,1,2622,11235,13857
2018-05-09,2,2018,5,0,2,1,2709,11348,14057
2018-05-10,2,2018,5,0,3,1,2649,10399,13048
2018-05-11,2,2018,5,0,4,1,4184,10845,15029
2018-05-12,2,2018,5,0,5,1,6114,8113,14227
2018-05-13,2,2018,5,0,6,0,3081,5175,8256
2018-05-14,2,2018,5,0,0,0,2481,8378,10859
2018-05-15,2,2018,5,0,1,1,2672,9782,12454
2018-05-16,2,2018,5,0,2,1,918,6058,6976
2018-05-17,2,2018,5,0,3,1,510,4285,4795
2018-05-18,2,2018,5,0,4,1,471,4305,4776
2018-05-19,2,2018,5,0,5,1,2044,4754,6798
2018-05-20,2,2018,5,0,6,0,5929,8151,14080
2018-05-21,2,2018,5,0,0,0,3559,11068,14627
2018-05-22,2,2018,5,0,1,1,1422,7205,8627
2018-05-23,2,2018,5,0,2,1,3042,11526,14568
2018-05-24,2,2018,5,0,3,1,3353,11115,14468
2018-05-25,2,2018,5,0,4,1,4417,10408,14825
2018-05-26,2,2018,5,0,5,1,5989,6625,12614
2018-05-27,2,2018,5,0,6,0,6627,6347,12974
2018-05-28,2,2018,5,1,0,0,5276,6862,12138
2018-05-29,2,2018,5,0,1,1,2962,10379,13341
2018-05-30,2,2018,5,0,2,1,2344,10419,12763
2018-05-31,2,2018,5,0,3,1,1658,8472,10130
2018-06-01,2,2018,6,0,4,1,3418,10599,14017
2018-06-02,2,2018,6,0,5,1,4076,7092,11168
2018-06-03,2,2018,6,0,6,0,451,1652,2103
2018-06-04,2,2018,6,0,0,0,3666,11097,14763
2018-06-05,2,2018,6,0,1,1,2673,11472,14145
2018-06-06,2,2018,6,0,2,1,2973,11928,14901
2018-06-07,2,2018,6,0,3,1,3590,12116,15706
2018-06-08,2,2018,6,0,4,1,4360,11198,15558
2018-06-09,2,2018,6,0,5,1,5568,8141,13709
2018-06-10,2,2018,6,0,6,0,4611,7331,11942
2018-06-11,2,2018,6,0,0,0,2123,8688,10811
2018-06-12,2,2018,6,0,1,1,3629,12189,15818
2018-06-13,2,2018,6,0,2,1,3077,11650,14727
2018-06-14,2,2018,6,0,3,1,3539,11833,15372
2018-06-15,2,2018,6,0,4,1,4317,11500,15817
2018-06-16,2,2018,6,0,5,1,6391,8794,15185
2018-06-17,2,2018,6,0,6,0,4712,7351,12063
2018-06-18,2,2018,6,0,0,0,2783,9772,12555
2018-06-19,2,2018,6,0,1,1,2059,9976,12035
2018-06-20,2,2018,6,0,2,1,2102,9859,11961
2018-06-21,3,2018,6,0,3,1,3001,10895,13896
2018-06-22,3,2018,6,0,4,1,994,5544,6538
2018-06-23,3,2018,6,0,5,1,3915,7275,11190
2018-06-24,3,2018,6,0,6,0,4821,7744,12565
2018-06-25,3,2018,6,0,0,0,3138,11009,14147
2018-06-26,3,2018,6,0,1,1,3025,11749,14774
2018-06-27,3,2018,6,0,2,1,2380,10537,12917
2018-06-28,3,2018,6,0,3,1,3065,11771,14836
2018-06-29,3,2018,6,0,4,1,3582,10455,14037
2018-06-30,3,2018,6,0,5,1,4976,8106,13082
2018-07-01,3,2018,7,0,6,0,3784,6677,10461
2018-07-02,3,2018,7,0,0,0,2696,9146,11842
2018-07-03,3,2018,7,0,1,1,3061,9733,12794
2018-07-04,3,2018,7,1,2,0,6326,8359,14685
2018-07-05,3,2018,7,0,3,1,4025,10199,14224
2018-07-06,3,2018,7,0,4,1,4246,10059,14305
2018-07-07,3,2018,7,0,5,1,7089,9977,17066
2018-07-08,3,2018,7,0,6,0,5897,9050,14947
2018-07-09,3,2018,7,0,0,0,3250,11056,14306
2018-07-10,3,2018,7,0,1,1,2443,11096,13539
2018-07-11,3,2018,7,0,2,1,3041,11293,14334
2018-07-12,3,2018,7,0,3,1,3184,11712,14896
2018-07-13,3,2018,7,0,4,1,3547,11703,15250
2018-07-14,3,2018,7,0,5,1,6461,9294,15755
2018-07-15,3,2018,7,0,6,0,4870,8240,13110
2018-07-16,3,2018,7,0,0,0,2870,10269,13139
2018-07-17,3,2018,7,0,1,1,1954,9993,11947
2018-07-18,3,2018,7,0,2,1,3058,12266,15324
2018-07-19,3,2018,7,0,3,1,3345,11867,15212
2018-07-20,3,2018,7,0,4,1,4330,11683,16013
2018-07-21,3,2018,7,0,5,1,759,2035,2794
2018-07-22,3,2018,7,0,6,0,2655,5571,8226
2018-07-23,3,2018,7,0,0,0,2175,8186,10361
2018-07-24,3,2018,7,0,1,1,1216,6364,7580
2018-07-25,3,2018,7,0,2,1,1564,8097,9661
2018-07-26,3,2018,7,0,3,1,3150,11690,14840
2018-07-27,3,2018,7,0,4,1,3154,10378,13532
2018-07-28,3,2018,7,0,5,1,6343,9666,16009
2018-07-29,3,2018,7,0,6,0,5998,8890,14888
2018-07-30,3,2018,7,0,0,0,2411,7824,10235
2018-07-31,3,2018,7,0,1,1,2570,10916,13486
2018-08-01,3,2018,8,0,2,1,2856,11343,14199
2018-08-02,3,2018,8,0,3,1,2221,9637,11858
2018-08-03,3,2018,8,0,4,1,2590,8742,11332
2018-08-04,3,2018,8,0,5,1,5994,9017,15011
2018-08-05,3,2018,8,0,6,0,5142,7786,12928
2018-08-06,3,2018,8,0,0,0,3184,9876,13060
2018-08-07,3,2018,8,0,1,1,2536,10127,12663
2018-08-08,3,2018,8,0,2,1,2580,10962,13542
2018-08-09,3,2018,8,0,3,1,3032,11233,14265
2018-08-10,3,2018,8,0,4,1,3407,10531,13938
2018-08-11,3,2018,8,0,5,1,4724,7753,12477
2018-08-12,3,2018,8,0,6,0,3498,6504,10002
2018-08-13,3,2018,8,0,0,0,2827,9976,12803
2018-08-14,3,2018,8,0,1,1,2781,11629,14410
2018-08-15,3,2018,8,0,2,1,2848,11644,14492
2018-08-16,3,2018,8,0,3,1,2672,11149,13821
2018-08-17,3,2018,8,0,4,1,2685,10049,12734
2018-08-18,3,2018,8,0,5,1,5280,8695,13975
2018-08-19,3,2018,8,0,6,0,4429,8391,12820
2018-08-20,3,2018,8,0,0,0,2830,10322,13152
2018-08-21,3,2018,8,0,1,1,1102,8658,9760
2018-08-22,3,2018,8,0,2,1,2426,11673,14099
2018-08-23,3,2018,8,0,3,1,2717,12464,15181
2018-08-24,3,2018,8,0,4,1,3066,11837,14903
2018-08-25,3,2018,8,0,5,1,4971,9689,14660
2018-08-26,3,2018,8,0,6,0,4264,8156,12420
2018-08-27,3,2018,8,0,0,0,1806,10098,11904
2018-08-28,3,2018,8,0,1,1,1856,10290,12146
2018-08-29,3,2018,8,0,2,1,1545,10373,11918
2018-08-30,3,2018,8,0,3,1,1628,10162,11790
2018-08-31,3,2018,8,0,4,1,2061,9542,11603
2018-09-01,3,2018,9,0,5,1,4083,6749,10832
2018-09-02,3,2018,9,0,6,0,5892,8339,14231
2018-09-03,3,2018,9,1,0,0,3730,7076,10806
2018-09-04,3,2018,9,0,1,1,1351,9574,10925
2018-09-05,3,2018,9,0,2,1,1415,11145,12560
2018-09-06,3,2018,9,0,3,1,1548,11138,12686
2018-09-07,3,2018,9,0,4,1,1323,8094,9417
2018-09-08,3,2018,9,0,5,1,1781,6165,7946
2018-09-09,3,2018,9,0,6,0,422,2378,2800
2018-09-10,3,2018,9,0,0,0,1146,8822,9968
2018-09-11,3,2018,9,0,1,1,1475,10629,12104
2018-09-12,3,2018,9,0,2,1,1425,10957,12382
2018-09-13,3,2018,9,0,3,1,1498,11083,12581
2018-09-14,3,2018,9,0,4,1,1884,10980,12864
2018-09-15,3,2018,9,0,5,1,3835,9506,13341
2018-09-16,3,2018,9,0,6,0,3198,8710,11908
2018-09-17,3,2018,9,0,0,0,559,6385,6944
2018-09-18,3,2018,9,0,1,1,1036,9589,10625
2018-09-19,3,2018,9,0,2,1,1805,11895,13700
2018-09-20,3,2018,9,0,3,1,1919,11700,13619
2018-09-21,3,2018,9,0,4,1,2120,10594,12714
2018-09-22,3,2018,9,0,5,1,4138,9687,13825
2018-09-23,4,2018,9,0,6,0,446,2340,2786
2018-09-24,4,2018,9,0,0,0,490,5841,6331
2018-09-25,4,2018,9,0,1,1,923,9352,10275
2018-09-26,4,2018,9,0,2,1,1194,10006,11200
2018-09-27,4,2018,9,0,3,1,579,6176,6755
2018-09-28,4,2018,9,0,4,1,2120,10889,13009
2018-09-29,4,2018,9,0,5,1,4551,10050,14601
2018-09-30,4,2018,9,0,6,0,3445,8620,12065
2018-10-01,4,2018,10,0,0,0,1572,10937,12509
2018-10-02,4,2018,10,0,1,1,1737,11906,13643
2018-10-03,4,2018,10,0,2,1,1587,12143,13730
2018-10-04,4,2018,10,0,3,1,1584,11715,13299
2018-10-05,4,2018,10,0,4,1,2166,11407,13573
2018-10-06,4,2018,10,0,5,1,4164,9137,13301
2018-10-07,4,2018,10,0,6,0,4517,9017,13534
2018-10-08,4,2018,10,1,0,0,2882,9483,12365
2018-10-09,4,2018,10,0,1,1,1658,10591,12249
2018-10-10,4,2018,10,0,2,1,1616,11457,13073
2018-10-11,4,2018,10,0,3,1,648,6324,6972
2018-10-12,4,2018,10,0,4,1,2221,11000,13221
2018-10-13,4,2018,10,0,5,1,2997,8293,11290
2018-10-14,4,2018,10,0,6,0,1931,6108,8039
2018-10-15,4,2018,10,0,0,0,959,7562,8521
2018-10-16,4,2018,10,0,1,1,1128,10613,11741
2018-10-17,4,2018,10,0,2,1,1368,11275,12643
2018-10-18,4,2018,10,0,3,1,1325,10254,11579
2018-10-19,4,2018,10,0,4,1,1812,10148,11960
2018-10-20,4,2018,10,0,5,1,3166,8224,11390
2018-10-21,4,2018,10,0,6,0,1691,6015,7706
2018-10-22,4,2018,10,0,0,0,1199,9002,10201
2018-10-23,4,2018,10,0,1,1,1180,10552,11732
2018-10-24,4,2018,10,0,2,1,986,10015,11001
2018-10-25,4,2018,10,0,3,1,1044,9296,10340
2018-10-26,4,2018,10,0,4,1,738,6742,7480
2018-10-27,4,2018,10,0,5,1,774,3950,4724
2018-10-28,4,2018,10,0,6,0,2039,6541,8580
2018-10-29,4,2018,10,0,0,0,931,8935,9866
2018-10-30,4,2018,10,0,1,1,966,10398,11364
2018-10-31,4,2018,10,0,2,1,1038,10357,11395
2018-11-01,4,2018,11,0,3,1,1328,11104,12432
2018-11-02,4,2018,11,0,4,1,1254,8851,10105
2018-11-03,4,2018,11,0,5,1,2372,6912,9284
2018-11-04,4,2018,11,0,6,0,2231,6853,9084
2018-11-05,4,2018,11,0,0,0,306,4093,4399
2018-11-06,4,2018,11,0,1,1,298,5725,6023
2018-11-07,4,2018,11,0,2,1,746,9172,9918
2018-11-08,4,2018,11,0,3,1,884,9536,10420
2018-11-09,4,2018,11,0,4,1,418,5012,5430
2018-11-10,4,2018,11,0,5,1,1120,4962,6082
2018-11-11,4,2018,11,1,6,0,1282,5038,6320
2018-11-12,4,2018,11,1,0,0,678,4768,5446
2018-11-13,4,2018,11,0,1,1,364,6500,6864
2018-11-14,4,2018,11,0,2,1,433,7616,8049
2018-11-15,4,2018,11,0,3,1,55,2100,2155
2018-11-16,4,2018,11,0,4,1,577,7125,7702
2018-11-17,4,2018,11,0,5,1,1461,5702,7163
2018-11-18,4,2018,11,0,6,0,1209,5243,6452
2018-11-19,4,2018,11,0,0,0,911,8163,9074
2018-11-20,4,2018,11,0,1,1,699,7655,8354
2018-11-21,4,2018,11,0,2,1,779,5966,6745
2018-11-22,4,2018,11,1,3,0,352,1581,1933
2018-11-23,4,2018,11,0,4,1,504,2247,2751
2018-11-24,4,2018,11,0,5,1,153,1346,1499
2018-11-25,4,2018,11,0,6,0,1340,4947,6287
2018-11-26,4,2018,11,0,0,0,261,5548,5809
2018-11-27,4,2018,11,0,1,1,241,6370,6611
2018-11-28,4,2018,11,0,2,1,186,5954,6140
2018-11-29,4,2018,11,0,3,1,287,6542,6829
2018-11-30,4,2018,11,0,4,1,448,6568,7016
2018-12-01,4,2018,12,0,5,1,378,2857,3235
2018-12-02,4,2018,12,0,6,0,550,4283,4833
2018-12-03,4,2018,12,0,0,0,467,7709,8176
2018-12-04,4,2018,12,0,1,1,68,2369,2437
2018-12-01,4,2018,12,0,5,1,378,2857,3235
2018-12-02,4,2018,12,0,6,0,550,4283,4833
2018-12-03,4,2018,12,0,0,0,468,7710,8178
2018-12-04,4,2018,12,0,1,1,316,6726,7042
2018-12-05,4,2018,12,0,2,1,406,6100,6506
2018-12-06,4,2018,12,0,3,1,326,6626,6952
2018-12-07,4,2018,12,0,4,1,327,6239,6566
2018-12-08,4,2018,12,0,5,1,486,3934,4420
2018-12-09,4,2018,12,0,6,0,344,3203,3547
2018-12-10,4,2018,12,0,0,0,267,5838,6105
2018-12-11,4,2018,12,0,1,1,399,6596,6995
2018-12-12,4,2018,12,0,2,1,422,7152,7574
2018-12-13,4,2018,12,0,3,1,511,7694,8205
